Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:12,2020-12-18 02:30:13,0.351s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:13,2020-12-18 02:30:13,0.329s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:13,2020-12-18 02:30:14,0.534s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.465s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.000s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.000s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.001s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.001s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:14,0.023s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 02:30:14,2020-12-18 02:30:15,0.762s,PASSED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 02:30:15,2020-12-18 02:30:32,16.759s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 02:30:15,2020-12-18 02:30:19,3.891s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:19,2020-12-18 02:30:20,1.006s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:20,2020-12-18 02:30:21,0.775s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 02:30:21,2020-12-18 02:30:21,0.417s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:21,2020-12-18 02:30:22,1.042s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:22,2020-12-18 02:30:22,0.348s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:22,2020-12-18 02:30:25,2.790s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:25,2020-12-18 02:30:26,0.596s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 02:30:26,2020-12-18 02:30:26,0.733s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 02:30:26,2020-12-18 02:30:27,0.639s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 02:30:27,2020-12-18 02:30:28,0.637s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:28,2020-12-18 02:30:28,0.470s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:28,2020-12-18 02:30:29,0.426s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:29,2020-12-18 02:30:29,0.311s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:29,2020-12-18 02:30:29,0.329s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:29,2020-12-18 02:30:30,0.342s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:30,2020-12-18 02:30:30,0.323s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:30,2020-12-18 02:30:30,0.457s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:30,2020-12-18 02:30:31,0.460s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:31,0.000s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:31,0.001s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:31,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:31,0.001s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:31,0.000s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:31,0.003s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 02:30:31,2020-12-18 02:30:32,0.726s,PASSED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 02:30:32,2020-12-18 02:32:40,2m - 8.364s,FAILED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 02:30:32,2020-12-18 02:30:36,3.931s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:36,2020-12-18 02:30:38,2.113s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 02:30:38,2020-12-18 02:30:42,4.042s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 02:30:42,2020-12-18 02:30:44,2.076s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:44,2020-12-18 02:30:46,2.650s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:46,2020-12-18 02:30:49,2.238s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:49,2020-12-18 02:30:51,1.996s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 02:30:51,2020-12-18 02:32:23,1m - 32.102s,FAILED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 02:32:40,2020-12-18 02:34:39,1m - 58.628s,FAILED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 02:32:40,2020-12-18 02:32:45,4.690s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 02:32:45,2020-12-18 02:32:47,1.960s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 02:32:47,2020-12-18 02:32:51,4.058s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 02:32:51,2020-12-18 02:32:53,2.074s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 02:32:53,2020-12-18 02:32:56,2.716s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 02:32:56,2020-12-18 02:32:58,2.142s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 02:32:58,2020-12-18 02:33:00,2.110s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 02:33:00,2020-12-18 02:33:02,1.926s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 02:33:02,2020-12-18 02:34:34,1m - 31.923s,FAILED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 02:34:39,2020-12-18 02:35:09,29.850s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 02:34:39,2020-12-18 02:34:43,4.749s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 02:34:43,2020-12-18 02:34:46,2.200s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 02:34:46,2020-12-18 02:34:50,4.051s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 02:34:50,2020-12-18 02:34:52,2.100s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 02:34:52,2020-12-18 02:34:54,2.304s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 02:34:54,2020-12-18 02:34:56,1.617s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 02:34:56,2020-12-18 02:34:58,2.094s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 02:34:58,2020-12-18 02:35:00,1.942s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 02:35:00,2020-12-18 02:35:03,3.236s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 02:35:03,2020-12-18 02:35:04,0.695s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 02:35:04,2020-12-18 02:35:04,0.641s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:04,2020-12-18 02:35:05,0.499s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:05,2020-12-18 02:35:05,0.484s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:05,2020-12-18 02:35:06,0.320s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:06,2020-12-18 02:35:06,0.320s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:06,2020-12-18 02:35:06,0.346s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:06,2020-12-18 02:35:07,0.309s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:07,2020-12-18 02:35:07,0.537s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:07,2020-12-18 02:35:08,0.466s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:08,0.001s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:08,0.000s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:08,0.001s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:08,0.001s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:08,0.000s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:08,0.002s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 02:35:08,2020-12-18 02:35:09,0.904s,PASSED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 02:35:09,2020-12-18 02:35:25,16.835s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 02:35:09,2020-12-18 02:35:12,3.887s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 02:35:12,2020-12-18 02:35:13,0.877s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 02:35:13,2020-12-18 02:35:14,0.876s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 02:35:14,2020-12-18 02:35:15,0.447s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:15,2020-12-18 02:35:15,0.632s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:15,2020-12-18 02:35:16,0.501s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:16,2020-12-18 02:35:19,3.016s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:19,2020-12-18 02:35:19,0.572s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 02:35:19,2020-12-18 02:35:20,0.782s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 02:35:20,2020-12-18 02:35:21,0.635s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 02:35:21,2020-12-18 02:35:21,0.644s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:21,2020-12-18 02:35:22,0.468s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:22,2020-12-18 02:35:22,0.519s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:22,2020-12-18 02:35:23,0.315s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:23,2020-12-18 02:35:23,0.309s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:23,2020-12-18 02:35:23,0.316s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:23,2020-12-18 02:35:24,0.317s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:24,2020-12-18 02:35:24,0.450s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 02:35:24,2020-12-18 02:35:25,0.450s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.000s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.000s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.001s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.000s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.002s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 02:35:25,2020-12-18 02:35:25,0.800s,PASSED
