Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 01:31:57,2020-12-18 01:32:14,16.874s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 01:31:57,2020-12-18 01:32:01,3.823s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:01,2020-12-18 01:32:02,0.994s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:02,2020-12-18 01:32:03,0.839s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 01:32:03,2020-12-18 01:32:03,0.421s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:03,2020-12-18 01:32:04,0.699s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:04,2020-12-18 01:32:05,0.538s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:05,2020-12-18 01:32:07,2.931s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:07,2020-12-18 01:32:08,0.587s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:08,2020-12-18 01:32:09,0.751s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:09,2020-12-18 01:32:09,0.649s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 01:32:09,2020-12-18 01:32:10,0.635s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:10,2020-12-18 01:32:11,0.516s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:11,2020-12-18 01:32:11,0.438s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:11,2020-12-18 01:32:11,0.318s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:11,2020-12-18 01:32:12,0.337s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:12,2020-12-18 01:32:12,0.320s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:12,2020-12-18 01:32:12,0.318s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:12,2020-12-18 01:32:13,0.528s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.457s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.001s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.000s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.001s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.000s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:13,0.002s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 01:32:13,2020-12-18 01:32:14,0.749s,PASSED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 01:32:14,2020-12-18 01:32:32,17.398s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 01:32:14,2020-12-18 01:32:18,3.901s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:18,2020-12-18 01:32:19,0.983s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:19,2020-12-18 01:32:20,0.881s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 01:32:20,2020-12-18 01:32:20,0.418s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:20,2020-12-18 01:32:21,0.668s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:21,2020-12-18 01:32:22,0.523s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:22,2020-12-18 01:32:25,2.962s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:25,2020-12-18 01:32:25,0.571s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:25,2020-12-18 01:32:26,0.756s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:26,2020-12-18 01:32:27,0.677s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 01:32:27,2020-12-18 01:32:27,0.663s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:27,2020-12-18 01:32:28,0.555s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:28,2020-12-18 01:32:28,0.435s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:28,2020-12-18 01:32:28,0.322s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:28,2020-12-18 01:32:29,0.331s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:29,2020-12-18 01:32:29,0.329s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:29,2020-12-18 01:32:29,0.329s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:29,2020-12-18 01:32:30,0.466s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.470s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.000s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.001s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.001s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.000s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:30,0.001s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 01:32:30,2020-12-18 01:32:32,1.097s,PASSED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 01:32:32,2020-12-18 01:32:48,16.687s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 01:32:32,2020-12-18 01:32:35,3.792s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:35,2020-12-18 01:32:36,0.884s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:36,2020-12-18 01:32:37,0.867s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 01:32:37,2020-12-18 01:32:38,0.423s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:38,2020-12-18 01:32:38,0.650s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:38,2020-12-18 01:32:39,0.536s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:39,2020-12-18 01:32:42,3.004s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:42,2020-12-18 01:32:42,0.592s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:42,2020-12-18 01:32:43,0.756s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:43,2020-12-18 01:32:44,0.642s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 01:32:44,2020-12-18 01:32:44,0.652s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:44,2020-12-18 01:32:45,0.487s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:45,2020-12-18 01:32:45,0.423s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:45,2020-12-18 01:32:46,0.308s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:46,2020-12-18 01:32:46,0.314s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:46,2020-12-18 01:32:46,0.323s,PASSED
"total = getText(findTestObject(""CheckoutPage/text_Total""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:46,2020-12-18 01:32:47,0.314s,PASSED
"click(findTestObject(""CheckoutPage/button_Finish""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:47,2020-12-18 01:32:47,0.461s,PASSED
"click(findTestObject(""FinishPage/text_ThankYouForYourOrder""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:47,2020-12-18 01:32:48,0.445s,PASSED
today = new java.util.Date(),Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.000s,PASSED
"todaysDate = today.format(""yyyMMMdd"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.001s,PASSED
"nowTime = today.format(""HH:mms:s"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.000s,PASSED
output = new java.io.File(output.txt),Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.000s,PASSED
output.createNewFile(),Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.001s,PASSED
"text = text + $testID;$firstName;$lastName;$zip;$paymentInfo;$shippingInfo;$itemTotal;$tax;$total;$todaysDate;$nowTime
",Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.002s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:48,0.729s,PASSED
,,,,,,,
Test Cases/PlaceOrder_DifferentZipCode,Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:33:05,16.748s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2020-12-18 01:32:48,2020-12-18 01:32:52,3.817s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:52,2020-12-18 01:32:53,0.995s,PASSED
"setText(findTestObject(""LoginPage/input_UserName""), ""standard_user"")",Chrome 87.0.4280.88,,,2020-12-18 01:32:53,2020-12-18 01:32:54,0.861s,PASSED
"setEncryptedText(findTestObject(""LoginPage/input_Password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 87.0.4280.88,,,2020-12-18 01:32:54,2020-12-18 01:32:54,0.424s,PASSED
"click(findTestObject(""LoginPage/button_Login""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:54,2020-12-18 01:32:55,0.667s,PASSED
"click(findTestObject(""ProductCatalogPage/button_AddToOrder_SauceabsBackpack""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:55,2020-12-18 01:32:56,0.538s,PASSED
"click(findTestObject(""ProductCatalogPage/link_GoToCart""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:56,2020-12-18 01:32:59,2.956s,PASSED
"click(findTestObject(""YourCartPage/button_CheckOut""))",Chrome 87.0.4280.88,,,2020-12-18 01:32:59,2020-12-18 01:32:59,0.581s,PASSED
"setText(findTestObject(""YourInformationPage/input_FirstName""), firstName)",Chrome 87.0.4280.88,,,2020-12-18 01:32:59,2020-12-18 01:33:00,0.746s,PASSED
"setText(findTestObject(""YourInformationPage/input_LastName""), lastName)",Chrome 87.0.4280.88,,,2020-12-18 01:33:00,2020-12-18 01:33:01,0.659s,PASSED
"setText(findTestObject(""YourInformationPage/input_ZipCode""), zip)",Chrome 87.0.4280.88,,,2020-12-18 01:33:01,2020-12-18 01:33:01,0.645s,PASSED
"click(findTestObject(""YourInformationPage/button_Continue""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:01,2020-12-18 01:33:02,0.503s,PASSED
"paymentInfo = getText(findTestObject(""CheckoutPage/text_PaymentInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:02,2020-12-18 01:33:02,0.425s,PASSED
"shippingInfo = getText(findTestObject(""CheckoutPage/text_ShippingInfo""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:02,2020-12-18 01:33:03,0.317s,PASSED
"itemTotal = getText(findTestObject(""CheckoutPage/text_ItemTotal""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:03,2020-12-18 01:33:03,0.316s,PASSED
"tax = getText(findTestObject(""CheckoutPage/text_Tax""))",Chrome 87.0.4280.88,,,2020-12-18 01:33:03,2020-12-18 01:33:03,0.310s,PASSED
